patient_question,cleaned_text,keywords,distance_to_centroid
 My band didn't get selected for the gig we must not be good enough.,band get selected gig must good enough,"['band selected', 'selected gig', 'gig', 'gig good', 'band']",0.16018376
 I didn't receive a reply to my job application I must be unqualified.,receive reply job application must unqualified,"['application unqualified', 'reply job', 'job application', 'receive reply', 'unqualified']",0.15760973
 I wasn't given a leadership role I must be seen as weak.,given leadership role must seen weak,"['leadership role', 'given leadership', 'leadership', 'seen weak', 'weak']",0.30337578
 I didn't geta thank you note they must not appreciate my gift.,geta thank note must appreciate gift,"['geta thank', 'appreciate gift', 'gift', 'geta', 'note appreciate']",0.27033776
 I don't own a luxury car I must not be successful.,luxury car must successful,"['luxury car', 'car successful', 'luxury', 'car', 'successful']",0.28464755
 My group didn't ask for my input they must think I'm incompetent.,group ask input must think incompetent,"['group ask', 'ask input', 'think incompetent', 'input think', 'incompetent']",0.3064344
 I wasn't acknowledged in the project credits my contribution must not have mattered.,acknowledged project credit contribution must mattered,"['project credit', 'credit contribution', 'acknowledged project', 'contribution mattered', 'credit']",0.16309622
 I didn't get the front-row seat I must not be important.,get front row seat must important,"['seat important', 'row seat', 'seat', 'row', 'important']",0.17727745
 I don't travel as much as my peers I must be boring.,travel much peer must boring,"['travel peer', 'peer boring', 'travel', 'peer', 'boring']",0.41051266
 I didn't receive a good morning text they must not care about me.,receive good morning text must care,"['morning text', 'text care', 'text', 'morning', 'good morning']",0.44693857
 I wasn't praised at the team meeting my work must not be up to par.,praised team meeting work must par,"['praised team', 'team meeting', 'meeting work', 'praised', 'meeting']",0.33343914
 I don't have as many diplomas as my colleagues I'm not as educated.,many diploma colleague educated,"['diploma colleague', 'colleague educated', 'diploma', 'educated', 'colleague']",0.2447828
 My friends didn't laugh at my joke I must not be funny.,friend laugh joke must funny,"['friend laugh', 'laugh joke', 'joke funny', 'laugh', 'joke']",0.31409085
 I'm not on the honor roll I'm not smart enough.,honor roll smart enough,"['honor roll', 'roll smart', 'honor', 'roll', 'smart']",0.33650598
 I wasn't invited to the book club they must think I don't read enough.,invited book club must think read enough,"['book club', 'invited book', 'book', 'club think', 'club']",0.35490313
 I didn't receive a reply to my love letter they must not like me.,receive reply love letter must like,"['love letter', 'reply love', 'letter like', 'letter', 'receive reply']",0.41022468
 I don't own a mansion I'm not successful.,mansion successful,"['mansion successful', 'mansion', 'successful']",0.27300233
 My girlfriend didn't say 'I love you' back she must not love me.,girlfriend say love back must love,"['girlfriend say', 'say love', 'love love', 'girlfriend', 'love']",0.4176304
 I didn't get selected for the choir I must not have a good voice.,get selected choir must good voice,"['selected choir', 'choir good', 'choir', 'voice', 'good voice']",0.18227929
 I wasn't selected for the basketball team I'm not athletic.,selected basketball team athletic,"['selected basketball', 'basketball team', 'team athletic', 'basketball', 'athletic']",0.11288482
 My song wasn't chosen for the school play it must not be good.,song chosen school play must good,"['song chosen', 'chosen school', 'school play', 'song', 'play good']",0.23064488
 I can't lift as much weight as my gym partner I must be weak.,lift much weight gym partner must weak,"['lift weight', 'gym partner', 'partner weak', 'weight gym', 'lift']",0.26819056
 I didn't get a reply to my comment my opinion must not matter.,get reply comment opinion must matter,"['comment opinion', 'reply comment', 'opinion matter', 'comment', 'reply']",0.33227012
 My startup didn't attract any investors my business must not be viable.,startup attract investor business must viable,"['attract investor', 'investor business', 'startup attract', 'business viable', 'investor']",0.13710245
 I didn't get the solo in the choir I must not be a good singer.,get solo choir must good singer,"['solo choir', 'choir good', 'choir', 'singer', 'good singer']",0.24826747
 My book didn't sell many copies I must be a bad author.,book sell many copy must bad author,"['book sell', 'bad author', 'sell copy', 'copy bad', 'author']",0.190168
 I didn't get any matches on the dating app I must be unattractive.,get match dating app must unattractive,"['dating app', 'match dating', 'app unattractive', 'unattractive', 'dating']",0.3063325
 My artwork didn't receive any bids at the auction it must not be valuable.,artwork receive bid auction must valuable,"['auction valuable', 'bid auction', 'auction', 'artwork receive', 'receive bid']",0.06396758
 I wasn't chosen to present at the conference my research must not be impressive.,chosen present conference research must impressive,"['conference research', 'present conference', 'research impressive', 'conference', 'research']",0.2296311
 I can't play an instrument I must not be musical.,play instrument must musical,"['play instrument', 'instrument musical', 'instrument', 'musical', 'play']",0.19488564
 My blog post didn't receive any shares it must not be impactful.,blog post receive share must impactful,"['share impactful', 'receive share', 'blog post', 'share', 'blog']",0.20086275
 I'm not the CEO of my company I'm not successful.,ceo company successful,"['ceo company', 'company successful', 'ceo', 'successful', 'company']",0.16184792
 I don't have as many certifications as my peers I'm not as qualified.,many certification peer qualified,"['certification peer', 'certification', 'peer qualified', 'qualified', 'peer']",0.14402102
 I can't dance as well as my friends I must be uncoordinated.,dance well friend must uncoordinated,"['dance friend', 'dance', 'friend uncoordinated', 'uncoordinated', 'friend']",0.4182688
 I wasn't elected to the student council I must not be respected.,elected student council must respected,"['council respected', 'student council', 'elected student', 'council', 'student']",0.21190579
 I didn't get any endorsements on LinkedIn my skills must not be noteworthy.,get endorsement linkedin skill must noteworthy,"['endorsement linkedin', 'linkedin skill', 'linkedin', 'endorsement', 'skill noteworthy']",0.21954584
 I wasn't selected for the university team I'm not good enough.,selected university team good enough,"['university team', 'selected university', 'university', 'team good', 'selected']",0.19473532
 I didn't get a retweet my tweet must not be witty.,get retweet tweet must witty,"['tweet witty', 'retweet tweet', 'retweet', 'tweet', 'witty']",0.27211204
 My essay wasn't published I must not be a good writer.,essay published must good writer,"['essay published', 'good writer', 'essay', 'writer', 'published good']",0.3371844
 I didn't get the lead role in the play I must be a bad actor.,get lead role play must bad actor,"['lead role', 'bad actor', 'role play', 'actor', 'play bad']",0.27696997
 My date didn't ask for a second date they must not be interested in me.,date ask second date must interested,"['second date', 'date ask', 'date interested', 'date', 'ask second']",0.3059097
 I can't do complex math problems I'm not smart.,complex math problem smart,"['complex math', 'math problem', 'problem smart', 'complex', 'math']",0.10671087
 I wasn't chosen for the soccer team I must be unathletic.,chosen soccer team must unathletic,"['team unathletic', 'chosen soccer', 'soccer team', 'unathletic', 'soccer']",0.16468191
 My joke didn't get any laughs I must not be funny.,joke get laugh must funny,"['joke laugh', 'laugh funny', 'joke', 'laugh', 'funny']",0.37008697
 I can't sing like my friend I must have a bad voice.,sing like friend must bad voice,"['sing like', 'bad voice', 'sing', 'voice', 'friend bad']",0.31038684
 I wasn't asked to be in the group photo they must not want me in it.,asked group photo must want,"['group photo', 'photo want', 'asked group', 'group', 'photo']",0.2850672
 I wasn't chosen to represent the school at the competition I must not be good enough.,chosen represent school competition must good enough,"['school competition', 'represent school', 'chosen represent', 'competition good', 'competition']",0.26787212
 I didn't get the internship I applied for I must not be competent.,get internship applied must competent,"['internship applied', 'internship', 'applied competent', 'competent', 'applied']",0.2061281
 I didn't get a good grade on my essay I must be a bad writer.,get good grade essay must bad writer,"['essay bad', 'grade essay', 'essay', 'bad writer', 'writer']",0.4084605
 I didn't get a call back after the interview I must be unfit for the job.,get call back interview must unfit job,"['interview unfit', 'unfit job', 'interview', 'unfit', 'job']",0.24407527
 I wasn't included in the year-end award nominations my contributions must not matter.,included year end award nomination contribution must matter,"['nomination contribution', 'award nomination', 'end award', 'contribution matter', 'nomination']",0.10702318
 I can't solve the puzzle I must not be intelligent.,solve puzzle must intelligent,"['puzzle intelligent', 'solve puzzle', 'puzzle', 'solve', 'intelligent']",0.3176394
 I didn't get a high score in the game I must be bad at it.,get high score game must bad,"['high score', 'score game', 'game bad', 'score', 'high']",0.33062887
 I don't own a designer handbag I'm not fashionable.,designer handbag fashionable,"['handbag fashionable', 'designer handbag', 'handbag', 'fashionable', 'designer']",0.111196674
 My article didn't get published I must not be a good writer.,article get published must good writer,"['published good', 'article published', 'good writer', 'published', 'writer']",0.2898742
 I wasn't elected captain of the team they must not respect me.,elected captain team must respect,"['elected captain', 'captain team', 'team respect', 'captain', 'respect']",0.20704664
 I can't do yoga as well as my friends I must not be flexible.,yoga well friend must flexible,"['yoga friend', 'friend flexible', 'yoga', 'flexible', 'friend']",0.32339093
